return_date,ticker,close_price,daily_return
2015-01-05,AAPL,23.5327205657959,-0.02817154352259843
2015-01-06,AAPL,23.534934997558594,9.410011717525535e-05
2015-01-07,AAPL,23.864946365356445,0.014022191598663136
2015-01-08,AAPL,24.781890869140625,0.03842223191061778
2015-01-09,AAPL,24.808467864990234,0.0010724361587235443
2015-01-12,AAPL,24.197174072265625,-0.02464052984050935
2015-01-13,AAPL,24.41201400756836,0.008878720079506408
2015-01-14,AAPL,24.318992614746094,-0.0038104759727496385
2015-01-15,AAPL,23.658958435058594,-0.02714068753354859
2015-01-16,AAPL,23.47513198852539,-0.007769845280289456
2015-01-20,AAPL,24.07978057861328,0.025756983619237728
2015-01-21,AAPL,24.263620376586914,0.007634612673211416
2015-01-22,AAPL,24.894851684570312,0.02601554500879444
2015-01-23,AAPL,25.0233154296875,0.00516025348312521
2015-01-26,AAPL,25.049894332885742,0.0010621655340965486
2015-01-27,AAPL,24.17281150817871,-0.03501343411080138
2015-01-28,AAPL,25.53936767578125,0.05653277721295158
2015-01-29,AAPL,26.334495544433594,0.031133420323728567
2015-01-30,AAPL,25.94911003112793,-0.01463424703372096
2015-02-02,AAPL,26.27469825744629,0.012547182771501353
2015-02-03,AAPL,26.279132843017578,0.00016877779253010594
2015-02-04,AAPL,26.480670928955078,0.007669129995324431
2015-02-05,AAPL,26.669687271118164,0.0071378985324879185
2015-02-06,AAPL,26.445096969604492,-0.008421182416971651
2015-02-09,AAPL,26.62076759338379,0.0066428428672886675
2015-02-10,AAPL,27.13218879699707,0.019211362024752043
2015-02-11,AAPL,27.768131256103516,0.023438671456422533
2015-02-12,AAPL,28.119464874267578,0.012652404114765092
2015-02-13,AAPL,28.257326126098633,0.004902698271374684
2015-02-17,AAPL,28.424097061157227,0.0059018653893285755
2015-02-18,AAPL,28.621992111206055,0.006962228197540998
2015-02-19,AAPL,28.561954498291016,-0.0020976042716304155
2015-02-20,AAPL,28.795434951782227,0.008174526484354683
2015-02-23,AAPL,29.573688507080078,0.02702697690106204
2015-02-24,AAPL,29.389123916625977,-0.006240837709841851
2015-02-25,AAPL,28.637554168701172,-0.02557305723222414
2015-02-26,AAPL,28.999998092651367,0.01265624577486868
2015-02-27,AAPL,28.564180374145508,-0.015028198178271501
2015-03-02,AAPL,28.704265594482422,0.004904226849922422
2015-03-03,AAPL,28.764301300048828,0.0020915255737441463
2015-03-04,AAPL,28.58196258544922,-0.00633906287858621
2015-03-05,AAPL,28.108346939086914,-0.016570438259667197
2015-03-06,AAPL,28.15059471130371,0.0015030329712506507
2015-03-09,AAPL,28.270666122436523,0.004265324138413185
2015-03-10,AAPL,27.68586540222168,-0.020685777890133483
2015-03-11,AAPL,27.181100845336914,-0.01823185042445019
2015-03-12,AAPL,27.672523498535156,0.018079571390227533
2015-03-13,AAPL,27.48129653930664,-0.00691035493162151
2015-03-16,AAPL,27.7836971282959,0.011003869069886596
2015-03-17,AAPL,28.248428344726562,0.016726759375639944
2015-03-18,AAPL,28.56640625,0.011256481294924736
2015-03-19,AAPL,28.350717544555664,-0.0075504319149117816
2015-03-20,AAPL,27.99493980407715,-0.012549161759993543
2015-03-23,AAPL,28.286224365234375,0.010404900428284014
2015-03-24,AAPL,28.170602798461914,-0.004087557437130629
2015-03-25,AAPL,27.43459129333496,-0.026126934889981746
2015-03-26,AAPL,27.625829696655273,0.006970703564546099
2015-03-27,AAPL,27.40569305419922,-0.007968507909925537
2015-03-30,AAPL,28.099451065063477,0.025314375720848936
2015-03-31,AAPL,27.668071746826172,-0.015351877061173136
2015-04-01,AAPL,27.628049850463867,-0.0014465011052638976
2015-04-02,AAPL,27.865978240966797,0.008611841653345387
2015-04-06,AAPL,28.317363739013672,0.01619844435905282
2015-04-07,AAPL,28.019397735595703,-0.0105223779361725
2015-04-08,AAPL,27.928237915039062,-0.0032534539613188196
2015-04-09,AAPL,28.141704559326172,0.007643398231442333
2015-04-10,AAPL,28.26177406311035,0.004266603806143188
2015-04-13,AAPL,28.20618438720703,-0.001966956348146587
2015-04-14,AAPL,28.08388328552246,-0.004335967602198676
2015-04-15,AAPL,28.190616607666016,0.0038005186483087705
2015-04-16,AAPL,28.054975509643555,-0.004811569037676766
2015-04-17,AAPL,27.739227294921875,-0.011254624500140586
2015-04-20,AAPL,28.37295150756836,0.02284577742230387
2015-04-21,AAPL,28.219526290893555,-0.0054074464771096675
2015-04-22,AAPL,28.59975242614746,0.013473866688421543
2015-04-23,AAPL,28.833229064941406,0.008163589506477331
2015-04-24,AAPL,28.968870162963867,0.0047043325503695055
2015-04-27,AAPL,29.495864868164062,0.01819175902393133
2015-04-28,AAPL,29.03113555908203,-0.015755744446186104
2015-04-29,AAPL,28.604204177856445,-0.014705982835453546
2015-04-30,AAPL,27.828166961669922,-0.027130180282634142
2015-05-01,AAPL,28.67313003540039,0.03036359077816031
2015-05-04,AAPL,28.617542266845703,-0.0019386711002969959
2015-05-05,AAPL,27.972707748413086,-0.022532840605941074
2015-05-06,AAPL,27.797039031982422,-0.006280003995702943
2015-05-07,AAPL,27.968969345092773,0.006185202420751823
2015-05-08,AAPL,28.495929718017578,0.018840893506762768
2015-05-11,AAPL,28.205659866333008,-0.010186361861393767
2015-05-12,AAPL,28.10517120361328,-0.00356271270361852
2015-05-13,AAPL,28.136438369750977,0.0011125058058238935
2015-05-14,AAPL,28.79290008544922,0.023331372189736577
2015-05-15,AAPL,28.75271224975586,-0.0013957550498245874
2015-05-18,AAPL,29.069774627685547,0.011027216325735667
2015-05-19,AAPL,29.042984008789062,-0.0009215970622272751
2015-05-20,AAPL,29.04075050354004,-7.690343555422086e-05
2015-05-21,AAPL,29.337726593017578,0.010226185078837435
2015-05-22,AAPL,29.59450340270996,0.00875244402044073
2015-05-26,AAPL,28.942502975463867,-0.022031132550998977
2015-05-27,AAPL,29.48285675048828,0.018669904793047865
2015-05-28,AAPL,29.424806594848633,-0.001968946094027535
2015-05-29,AAPL,29.089876174926758,-0.011382586962543018
2015-06-01,AAPL,29.147933959960938,0.00199580722465309
2015-06-02,AAPL,29.018421173095703,-0.004443292174434732
2015-06-03,AAPL,29.054149627685547,0.001231233580101465
2015-06-04,AAPL,28.88445281982422,-0.005840708127269556
2015-06-05,AAPL,28.725915908813477,-0.005488658968188398
2015-06-08,AAPL,28.53612518310547,-0.006606951239099712
2015-06-09,AAPL,28.45126724243164,-0.002973702285412827
2015-06-10,AAPL,28.77727508544922,0.011458464757990727
2015-06-11,AAPL,28.712520599365234,-0.002250195193662652
2015-06-12,AAPL,28.395450592041016,-0.011042917887579273
2015-06-15,AAPL,28.339628219604492,-0.0019658914112167247
2015-06-16,AAPL,28.49146842956543,0.0053578758614729605
2015-06-17,AAPL,28.424484252929688,-0.0023510257746572893
2015-06-18,AAPL,28.553985595703125,0.004555978628181689
2015-06-19,AAPL,28.26818084716797,-0.010009276903822695
2015-06-22,AAPL,28.493701934814453,0.007977913006350423
2015-06-23,AAPL,28.364185333251953,-0.004545446634445671
2015-06-24,AAPL,28.605342864990234,0.008502184318178507
2015-06-25,AAPL,28.469139099121094,-0.00476147992743825
2015-06-26,AAPL,28.301668167114258,-0.00588254289754786
2015-06-29,AAPL,27.805971145629883,-0.017514763389825938
2015-06-30,AAPL,28.00693130493164,0.007227230376139593
2015-07-01,AAPL,28.26818084716797,0.009328031671585801
2015-07-02,AAPL,28.232450485229492,-0.0012639781148865437
2015-07-06,AAPL,28.13420295715332,-0.003479950425400502
2015-07-07,AAPL,28.06498146057129,-0.0024604036832837073
2015-07-08,AAPL,27.36833381652832,-0.02482266539251754
2015-07-09,AAPL,26.810110092163086,-0.020396701096509928
2015-07-10,AAPL,27.52686309814453,0.026734429792250713
2015-07-13,AAPL,28.058286666870117,0.019305634893116652
2015-07-14,AAPL,28.047121047973633,-0.00039794371727153166
2015-07-15,AAPL,28.317306518554688,0.009633269315553417
2015-07-16,AAPL,28.694658279418945,0.013325835231433603
2015-07-17,AAPL,28.942502975463867,0.008637311294370287
2015-07-20,AAPL,29.489559173583984,0.018901481968711664
2015-07-21,AAPL,29.19482421875,-0.009994552753369135
2015-07-22,AAPL,27.960046768188477,-0.04229439579117256
2015-07-23,AAPL,27.946651458740234,-0.00047908751939151895
2015-07-24,AAPL,27.799270629882812,-0.005273648940554154
2015-07-27,AAPL,27.412986755371094,-0.013895467965856723
2015-07-28,AAPL,27.54918670654297,0.0049684462472952
2015-07-29,AAPL,27.46211051940918,-0.003160753457491672
2015-07-30,AAPL,27.32367515563965,-0.005040958657263062
